v4_gene_model	category	v4_locus	W22.Zm00004b.1.
Zm00001d052285	not.endo		Zm00004b023060
Zm00001d052286	expressed.endo		Zm00004b023061
Zm00001d052289	expressed.endo	pdh1	Zm00004b023064
Zm00001d052294	expressed.endo		Zm00004b023068
Zm00001d052295	expressed.endo	sro3	Zm00004b023070
Zm00001d052296	not.endo		Zm00004b023071
Zm00001d052297	not.endo		Zm00004b023072
Zm00001d052298	expressed.endo		Zm00004b023073
Zm00001d052303	expressed.endo		Zm00004b023076
Zm00001d052306	expressed.endo		Zm00004b023078
Zm00001d052307	expressed.endo		Zm00004b023079
Zm00001d052310	expressed.endo		Zm00004b023082
Zm00001d052312	expressed.endo		Zm00004b023084
Zm00001d052314	expressed.endo	pco090876	Zm00004b023086
Zm00001d052316	expressed.endo	fer1	Zm00004b023087
Zm00001d052319	not.endo		Zm00004b023091
Zm00001d052320	expressed.endo		Zm00004b023092
Zm00001d052321	expressed.endo		Zm00004b023093
Zm00001d052324	not.endo		Zm00004b023097
Zm00001d052325	expressed.endo		Zm00004b023098
Zm00001d052327	expressed.endo		Zm00004b023100
Zm00001d052329	expressed.endo		Zm00004b023103
Zm00001d052334	expressed.endo	bnl7.65	Zm00004b023107
Zm00001d052339	expressed.endo		Zm00004b023111
Zm00001d052340	expressed.endo		Zm00004b023112
Zm00001d052344	expressed.endo		Zm00004b023117
Zm00001d052348	expressed.endo		Zm00004b023119
Zm00001d052353	expressed.endo		Zm00004b023122
Zm00001d052354	expressed.endo		Zm00004b023123
Zm00001d052361	expressed.endo		Zm00004b023131
Zm00001d052364	expressed.endo		Zm00004b023133
Zm00001d052366	not.endo		Zm00004b023136
Zm00001d052372	not.endo		Zm00004b023142
Zm00001d052378	expressed.endo		Zm00004b023147
Zm00001d052382	not.endo	umc1899	Zm00004b023153
Zm00001d052385	expressed.endo	c3h50	Zm00004b023156
Zm00001d052391	expressed.endo		Zm00004b023164
Zm00001d052392	not.endo		Zm00004b023165
Zm00001d052397	not.endo	gl3	Zm00004b023168
Zm00001d052403	not.endo	ms30	Zm00004b023173
Zm00001d052404	expressed.endo		Zm00004b023174
Zm00001d052405	expressed.endo	wri2	Zm00004b023175
Zm00001d052407	expressed.endo		Zm00004b023177
Zm00001d052410	expressed.endo		Zm00004b023180
Zm00001d052411	expressed.endo		Zm00004b023181
Zm00001d052415	not.endo		Zm00004b023186
Zm00001d052416	expressed.endo		Zm00004b023185
Zm00001d052420	expressed.endo		Zm00004b023188
Zm00001d052422	not.endo		Zm00004b023189
Zm00001d052423	expressed.endo		Zm00004b023190
Zm00001d052425	expressed.endo		Zm00004b023192
Zm00001d052436	expressed.endo		Zm00004b023204
Zm00001d052439	expressed.endo		Zm00004b023205
Zm00001d052442	not.endo	pin4 	Zm00004b023206
Zm00001d052444	expressed.endo		Zm00004b023208
Zm00001d052445	expressed.endo		Zm00004b023209
Zm00001d052450	expressed.endo	emp11	Zm00004b023213
Zm00001d052451	not.endo		Zm00004b023215
Zm00001d052452	expressed.endo		Zm00004b023216
Zm00001d052453	expressed.endo		Zm00004b023217
Zm00001d052458	expressed.endo		Zm00004b023221
Zm00001d052462	expressed.endo		Zm00004b023223
Zm00001d052464	not.endo	gras13	Zm00004b023225
Zm00001d052472	expressed.endo		Zm00004b023233
Zm00001d052473	expressed.endo		Zm00004b023234
Zm00001d052475	expressed.endo		Zm00004b023236
Zm00001d052479	not.endo		Zm00004b023239
Zm00001d052482	expressed.endo		Zm00004b023243
Zm00001d052483	not.endo		Zm00004b023244
Zm00001d052485	expressed.endo		Zm00004b023245
Zm00001d052488	expressed.endo		Zm00004b023246
Zm00001d052489	expressed.endo		Zm00004b023247
Zm00001d052492	not.endo		Zm00004b023249
Zm00001d052493	expressed.endo		Zm00004b023253
Zm00001d052494	expressed.endo	umc2285	Zm00004b023254
Zm00001d052495	expressed.endo		Zm00004b023255
Zm00001d052496	not.endo		Zm00004b023256
Zm00001d052500	not.endo		Zm00004b023257
Zm00001d052537	not.endo	pebp6	Zm00004b023286
Zm00001d052540	expressed.endo		Zm00004b023288
Zm00001d052542	expressed.endo		Zm00004b023289
Zm00001d052544	not.endo		Zm00004b023291
Zm00001d052545	not.endo		Zm00004b023292
Zm00001d052551	not.endo		Zm00004b023295
Zm00001d052558	not.endo		Zm00004b023301
Zm00001d052561	expressed.endo	pza00332	Zm00004b023302
Zm00001d052566	expressed.endo		Zm00004b023308
Zm00001d052570	not.endo		Zm00004b023312
Zm00001d052581	not.endo	nbs25	Zm00004b023320
Zm00001d052585	not.endo		Zm00004b023324
Zm00001d052592	not.endo		Zm00004b023328
Zm00001d052594	not.endo		Zm00004b023330
Zm00001d052606	not.endo	ofp22	Zm00004b023338
Zm00001d052609	not.endo		Zm00004b023339
Zm00001d052613	not.endo		Zm00004b023341
Zm00001d052618	expressed.endo		Zm00004b023345
Zm00001d052620	expressed.endo		Zm00004b023346
Zm00001d052621	expressed.endo	ca5p9	Zm00004b023347
Zm00001d052622	expressed.endo		Zm00004b023348
Zm00001d052624	expressed.endo		Zm00004b023349
Zm00001d052628	expressed.endo		Zm00004b023353
Zm00001d052632	expressed.endo		Zm00004b023355
Zm00001d052636	not.endo		Zm00004b023358
Zm00001d052639	not.endo		Zm00004b023359
Zm00001d052648	not.endo	mads52	Zm00004b023364
Zm00001d052655	expressed.endo		Zm00004b023369
Zm00001d052660	expressed.endo		Zm00004b023371
Zm00001d052663	not.endo		Zm00004b023374
Zm00001d052666	expressed.endo	rrb2	Zm00004b023375
Zm00001d052667	not.endo		Zm00004b023376
Zm00001d052676	not.endo		Zm00004b023381
Zm00001d052678	expressed.endo		Zm00004b023382
Zm00001d052680	expressed.endo	hagtf20	Zm00004b023384
Zm00001d052683	not.endo	GRMZM2G097297	Zm00004b023387
Zm00001d052689	expressed.endo		Zm00004b023392
Zm00001d052690	expressed.endo		Zm00004b023393
Zm00001d052692	expressed.endo		Zm00004b023395
Zm00001d052697	expressed.endo		Zm00004b023403
Zm00001d052698	expressed.endo		Zm00004b023404
Zm00001d052702	expressed.endo	GRMZM2G095400	Zm00004b023405
Zm00001d052709	expressed.endo		Zm00004b023406
Zm00001d052715	expressed.endo		Zm00004b023409
Zm00001d052718	expressed.endo		Zm00004b023412
Zm00001d052719	expressed.endo		Zm00004b023413
Zm00001d052720	expressed.endo		Zm00004b023414
Zm00001d052721	expressed.endo		Zm00004b023415
Zm00001d052723	expressed.endo		Zm00004b023416
Zm00001d052725	expressed.endo	bzip43	Zm00004b023417
Zm00001d052726	expressed.endo		Zm00004b023418
Zm00001d052731	not.endo		Zm00004b023421
Zm00001d052733	expressed.endo		Zm00004b023424
Zm00001d052734	expressed.endo		Zm00004b023425
Zm00001d052735	expressed.endo		Zm00004b023427
Zm00001d052736	not.endo	ms44	Zm00004b023428
Zm00001d052738	expressed.endo	hsftf7	Zm00004b023430
Zm00001d052741	not.endo	rz596b	Zm00004b023432
Zm00001d052742	expressed.endo		Zm00004b023433
Zm00001d052744	not.endo		Zm00004b023434
Zm00001d052747	expressed.endo	AY110989	Zm00004b023435
Zm00001d052748	expressed.endo		Zm00004b023437
Zm00001d052749	expressed.endo	nfd106	Zm00004b023438
Zm00001d052750	expressed.endo	abi47	Zm00004b023439
Zm00001d052751	expressed.endo	AY109980	Zm00004b023441
Zm00001d052756	expressed.endo		Zm00004b023442
Zm00001d052758	expressed.endo		Zm00004b023444
Zm00001d052763	expressed.endo		Zm00004b023448
Zm00001d052765	expressed.endo	tubtf7	Zm00004b023453
Zm00001d052766	expressed.endo		Zm00004b023454
Zm00001d052767	expressed.endo		Zm00004b023455
Zm00001d052768	expressed.endo		Zm00004b023456
Zm00001d052770	not.endo		Zm00004b023458
Zm00001d052772	not.endo		Zm00004b023459
Zm00001d052775	not.endo		Zm00004b023462
Zm00001d052777	expressed.endo		Zm00004b023464
Zm00001d052781	expressed.endo		Zm00004b023466
Zm00001d052783	not.endo		Zm00004b023467
Zm00001d052784	not.endo		Zm00004b023468
Zm00001d052785	expressed.endo		Zm00004b023469
Zm00001d052794	expressed.endo		Zm00004b023474
Zm00001d052797	expressed.endo		Zm00004b023477
Zm00001d052798	expressed.endo	thx3	Zm00004b023478
Zm00001d052800	expressed.endo		Zm00004b023481
Zm00001d052801	expressed.endo	hma6	Zm00004b023482
Zm00001d052803	expressed.endo		Zm00004b023483
Zm00001d052804	not.endo	myb63	Zm00004b023484
Zm00001d052807	not.endo	bzip16	Zm00004b023487
Zm00001d052809	expressed.endo		Zm00004b023489
Zm00001d052813	not.endo		Zm00004b023491
Zm00001d052816	expressed.endo	umc1132	Zm00004b023494
Zm00001d052817	not.endo		Zm00004b023495
Zm00001d052820	expressed.endo		Zm00004b023498
Zm00001d052828	not.endo		Zm00004b023506
Zm00001d052840	expressed.endo		Zm00004b023515
Zm00001d052843	not.endo		Zm00004b023518
Zm00001d052845	expressed.endo		Zm00004b023520
Zm00001d052848	expressed.endo		Zm00004b023522
Zm00001d052850	expressed.endo		Zm00004b023523
Zm00001d052851	expressed.endo		Zm00004b023524
Zm00001d052853	expressed.endo		Zm00004b023526
Zm00001d052855	expressed.endo		Zm00004b023529
Zm00001d052856	not.endo	mmp178	Zm00004b023530
Zm00001d052864	expressed.endo		Zm00004b023536
Zm00001d052865	expressed.endo	dek44	Zm00004b023537
Zm00001d052873	expressed.endo		Zm00004b023540
Zm00001d052874	not.endo		Zm00004b023542
Zm00001d052875	not.endo		Zm00004b023543
Zm00001d052876	not.endo		Zm00004b023544
Zm00001d052883	not.endo		Zm00004b023546
Zm00001d052885	expressed.endo		Zm00004b023548
Zm00001d052886	expressed.endo		Zm00004b023549
Zm00001d052888	expressed.endo		Zm00004b023550
Zm00001d052889	expressed.endo		Zm00004b023551
Zm00001d052893	expressed.endo		Zm00004b023556
Zm00001d052901	expressed.endo	pza02421	Zm00004b023559
Zm00001d052904	expressed.endo	umc2188	Zm00004b023562
Zm00001d052905	expressed.endo	sbp7	Zm00004b023564
Zm00001d052906	not.endo		Zm00004b023565
Zm00001d052910	not.endo	Zm00001d052910	Zm00004b023568
Zm00001d052916	not.endo		Zm00004b023573
Zm00001d052918	expressed.endo		Zm00004b023574
Zm00001d052921	expressed.endo		Zm00004b023576
Zm00001d052922	expressed.endo		Zm00004b023577
Zm00001d052928	expressed.endo		Zm00004b023583
Zm00001d052929	expressed.endo		Zm00004b023584
Zm00001d052930	expressed.endo		Zm00004b023585
Zm00001d052932	expressed.endo	crti1	Zm00004b023586
Zm00001d052933	expressed.endo	jmj13	Zm00004b023587
Zm00001d052938	expressed.endo		Zm00004b023592
Zm00001d052941	expressed.endo		Zm00004b023594
Zm00001d052944	not.endo	ccamk1	Zm00004b023596
Zm00001d052945	expressed.endo		Zm00004b023597
Zm00001d052946	not.endo		Zm00004b023598
Zm00001d052947	expressed.endo		Zm00004b023599
Zm00001d052948	expressed.endo		Zm00004b023600
Zm00001d052951	expressed.endo		Zm00004b023604
Zm00001d052952	expressed.endo		Zm00004b023605
Zm00001d052953	expressed.endo		Zm00004b023606
Zm00001d052955	expressed.endo	mlks2	Zm00004b023607
Zm00001d052958	expressed.endo		Zm00004b023611
Zm00001d052961	expressed.endo		Zm00004b023612
Zm00001d052962	not.endo		Zm00004b023614
Zm00001d052963	not.endo		Zm00004b023615
Zm00001d052964	expressed.endo		Zm00004b023616
Zm00001d052967	not.endo		Zm00004b023618
Zm00001d052974	expressed.endo		Zm00004b023622
Zm00001d052978	expressed.endo	umc2200	Zm00004b023625
Zm00001d052979	not.endo		Zm00004b023626
Zm00001d052987	not.endo		Zm00004b023631
Zm00001d052989	not.endo		Zm00004b023637
Zm00001d052992	expressed.endo		Zm00004b023640
Zm00001d052993	expressed.endo		Zm00004b023641
Zm00001d052997	expressed.endo		Zm00004b023643
Zm00001d052999	not.endo		Zm00004b023646
Zm00001d053001	not.endo		Zm00004b023647
Zm00001d053003	expressed.endo		Zm00004b023648
Zm00001d053004	not.endo	aic2	Zm00004b023649
Zm00001d053006	not.endo		Zm00004b023651
Zm00001d053009	expressed.endo		Zm00004b023655
Zm00001d053010	expressed.endo		Zm00004b023656
Zm00001d053011	expressed.endo		Zm00004b023657
Zm00001d053014	expressed.endo		Zm00004b023660
Zm00001d053015	not.endo	AY110170	Zm00004b023661
Zm00001d053016	expressed.endo	cdpk6	Zm00004b023662
Zm00001d053018	expressed.endo		Zm00004b023664
Zm00001d053020	not.endo	tcptf2	Zm00004b023665
Zm00001d053022	expressed.endo		Zm00004b023666
Zm00001d053028	expressed.endo		Zm00004b023672
Zm00001d053036	expressed.endo		Zm00004b023676
Zm00001d053041	expressed.endo		Zm00004b023679
Zm00001d053042	not.endo		Zm00004b023680
Zm00001d053049	not.endo		Zm00004b023687
Zm00001d053060	not.endo	myb67	Zm00004b023698
Zm00001d053062	not.endo		Zm00004b023699
Zm00001d053066	expressed.endo		Zm00004b023703
Zm00001d053067	expressed.endo		Zm00004b023704
Zm00001d053068	not.endo		Zm00004b023705
Zm00001d053070	expressed.endo		Zm00004b023715
Zm00001d053079	not.endo		Zm00004b023726
Zm00001d053080	expressed.endo		Zm00004b023727
Zm00001d053082	expressed.endo		Zm00004b023728
Zm00001d053084	expressed.endo		Zm00004b023733
Zm00001d053090	expressed.endo	pza03081	Zm00004b023739
Zm00001d053091	expressed.endo	fkf2	Zm00004b023740
Zm00001d053093	not.endo		Zm00004b023741
Zm00001d053100	expressed.endo		Zm00004b023746
Zm00001d053101	expressed.endo		Zm00004b023747
Zm00001d053102	expressed.endo		Zm00004b023748
Zm00001d053104	expressed.endo		Zm00004b023750
Zm00001d053108	expressed.endo		Zm00004b023755
Zm00001d053109	expressed.endo		Zm00004b010359
Zm00001d053112	expressed.endo	esr6	Zm00004b023758
Zm00001d053117	not.endo		Zm00004b023760
Zm00001d053120	not.endo		Zm00004b023763
Zm00001d053122	expressed.endo		Zm00004b023764
Zm00001d053123	expressed.endo		Zm00004b023765
Zm00001d053124	not.endo	myb61	Zm00004b023766
Zm00001d053127	expressed.endo		Zm00004b023769
Zm00001d053135	not.endo		Zm00004b023780
Zm00001d053139	not.endo		Zm00004b023786
Zm00001d053144	expressed.endo		Zm00004b023790
Zm00001d053145	not.endo	pap14	Zm00004b023791
Zm00001d053149	expressed.endo		Zm00004b023794
Zm00001d053150	expressed.endo		Zm00004b023796
Zm00001d053155	expressed.endo	pza02479	Zm00004b023798
Zm00001d053156	not.endo		Zm00004b023799
Zm00001d053158	expressed.endo		Zm00004b023800
Zm00001d053160	not.endo		Zm00004b023802
Zm00001d053162	expressed.endo	bzip110	Zm00004b023803
Zm00001d053163	not.endo	gras9	Zm00004b023804
Zm00001d053165	not.endo		Zm00004b023806
Zm00001d053168	expressed.endo		Zm00004b023808
Zm00001d053171	not.endo		Zm00004b023810
Zm00001d053173	expressed.endo	atg13e	Zm00004b023812
Zm00001d053175	expressed.endo		Zm00004b023814
Zm00001d053177	expressed.endo		Zm00004b023817
Zm00001d053178	expressed.endo	thx38	Zm00004b023818
Zm00001d053179	expressed.endo	tubtf3	Zm00004b023819
Zm00001d053183	expressed.endo		Zm00004b023823
Zm00001d053184	expressed.endo		Zm00004b023825
Zm00001d053186	not.endo		Zm00004b023826
Zm00001d053189	expressed.endo		Zm00004b023831
Zm00001d053192	not.endo		Zm00004b023832
Zm00001d053195	not.endo	ereb111	Zm00004b023834
Zm00001d053196	expressed.endo		Zm00004b023835
Zm00001d053197	expressed.endo		Zm00004b023837
Zm00001d053200	expressed.endo		Zm00004b023840
Zm00001d053202	not.endo		Zm00004b023841
Zm00001d053208	not.endo	srs3	Zm00004b023849
Zm00001d053210	not.endo	myb17	Zm00004b023850
Zm00001d053211	expressed.endo		Zm00004b023851
Zm00001d053214	not.endo		Zm00004b023854
Zm00001d053217	expressed.endo		Zm00004b023862
Zm00001d053220	not.endo		Zm00004b023863
Zm00001d053223	expressed.endo		Zm00004b023864
Zm00001d053232	expressed.endo		Zm00004b023874
Zm00001d053234	not.endo		Zm00004b023875
Zm00001d053236	not.endo		Zm00004b023878
Zm00001d053237	not.endo		Zm00004b023880
Zm00001d053239	expressed.endo	rps27	Zm00004b023881
Zm00001d053244	expressed.endo		Zm00004b023883
Zm00001d053245	expressed.endo		Zm00004b023884
Zm00001d053247	expressed.endo		Zm00004b023886
Zm00001d053249	not.endo		Zm00004b023887
Zm00001d053251	expressed.endo		Zm00004b023889
Zm00001d053257	not.endo		Zm00004b023893
Zm00001d053259	expressed.endo		Zm00004b023895
Zm00001d053260	expressed.endo		Zm00004b023896
Zm00001d053262	expressed.endo		Zm00004b023899
Zm00001d053266	not.endo		Zm00004b023903
Zm00001d053269	not.endo		Zm00004b023905
Zm00001d053273	expressed.endo		Zm00004b023908
Zm00001d053274	not.endo		Zm00004b023909
Zm00001d053281	expressed.endo	naat1	Zm00004b023913
Zm00001d053282	expressed.endo		Zm00004b023914
Zm00001d053284	expressed.endo		Zm00004b023915
Zm00001d053286	expressed.endo		Zm00004b023916
Zm00001d053289	expressed.endo		Zm00004b023919
Zm00001d053290	expressed.endo		Zm00004b023920
Zm00001d053296	expressed.endo	uce9	Zm00004b023924
Zm00001d053298	expressed.endo	gbptf14	Zm00004b023926
Zm00001d053300	expressed.endo	umc1999	Zm00004b023927
Zm00001d053306	expressed.endo		Zm00004b023933
Zm00001d053307	not.endo		Zm00004b023934
Zm00001d053308	expressed.endo		Zm00004b023935
Zm00001d053313	expressed.endo		Zm00004b023937
Zm00001d053316	expressed.endo		Zm00004b023938
Zm00001d053320	not.endo		Zm00004b023944
Zm00001d053322	not.endo		Zm00004b023947
Zm00001d053327	not.endo		Zm00004b023952
Zm00001d053334	expressed.endo		Zm00004b023955
Zm00001d053342	not.endo		Zm00004b023957
Zm00001d053349	not.endo		Zm00004b023960
Zm00001d053350	expressed.endo		Zm00004b023961
Zm00001d053351	expressed.endo	tms5	Zm00004b023963
Zm00001d053352	not.endo		Zm00004b023964
Zm00001d053354	expressed.endo		Zm00004b023966
Zm00001d053356	expressed.endo		Zm00004b023967
Zm00001d053358	expressed.endo		Zm00004b023970
Zm00001d053371	expressed.endo	vps29	Zm00004b023981
Zm00001d053372	expressed.endo		Zm00004b023983
Zm00001d053373	not.endo		Zm00004b023984
Zm00001d053374	expressed.endo		Zm00004b023985
Zm00001d053376	expressed.endo		Zm00004b023987
Zm00001d053377	expressed.endo		Zm00004b023988
Zm00001d053378	expressed.endo		Zm00004b023989
Zm00001d053391	not.endo	bhlh24	Zm00004b023993
Zm00001d053393	not.endo		Zm00004b023995
Zm00001d053396	expressed.endo		Zm00004b023998
Zm00001d053397	expressed.endo	c3h43	Zm00004b023999
Zm00001d053399	expressed.endo		Zm00004b024000
Zm00001d053401	expressed.endo		Zm00004b024001
Zm00001d053403	not.endo		Zm00004b024002
Zm00001d053404	expressed.endo		Zm00004b024004
Zm00001d053406	not.endo		Zm00004b024005
Zm00001d053409	not.endo		Zm00004b024008
Zm00001d053412	expressed.endo		Zm00004b024010
Zm00001d053415	not.endo	vq24	Zm00004b024012
Zm00001d053425	expressed.endo		Zm00004b024017
Zm00001d053427	expressed.endo		Zm00004b024019
Zm00001d053429	not.endo		Zm00004b024020
Zm00001d053433	not.endo		Zm00004b024023
Zm00001d053434	not.endo		Zm00004b024024
Zm00001d053442	not.endo	bzip120	Zm00004b024029
Zm00001d053445	not.endo		Zm00004b024031
Zm00001d053448	expressed.endo		Zm00004b024034
Zm00001d053450	expressed.endo		Zm00004b024035
Zm00001d053452	expressed.endo		Zm00004b024037
Zm00001d053453	expressed.endo	pep3	Zm00004b024038
Zm00001d053513	not.endo		Zm00004b024041
Zm00001d053515	expressed.endo		Zm00004b024043
Zm00001d053518	expressed.endo		Zm00004b024046
Zm00001d053522	expressed.endo		Zm00004b024050
Zm00001d053524	expressed.endo		Zm00004b024051
Zm00001d053541	expressed.endo		Zm00004b024067
Zm00001d053544	expressed.endo		Zm00004b024071
Zm00001d053545	expressed.endo		Zm00004b024072
Zm00001d053547	expressed.endo		Zm00004b024073
Zm00001d053548	expressed.endo	pza00067	Zm00004b024074
Zm00001d053552	expressed.endo		Zm00004b024076
Zm00001d053553	expressed.endo		Zm00004b024077
Zm00001d053554	not.endo		Zm00004b024078
Zm00001d053555	expressed.endo		Zm00004b024079
Zm00001d053556	expressed.endo		Zm00004b024080
Zm00001d053559	expressed.endo		Zm00004b024082
Zm00001d053560	expressed.endo		Zm00004b024083
Zm00001d053561	expressed.endo	AY107200	Zm00004b024084
Zm00001d053562	not.endo		Zm00004b024085
Zm00001d053563	expressed.endo		Zm00004b024086
Zm00001d053564	expressed.endo		Zm00004b024087
Zm00001d053565	expressed.endo		Zm00004b024089
Zm00001d053566	expressed.endo		Zm00004b024091
Zm00001d053568	not.endo	rz599b	Zm00004b024093
Zm00001d053569	not.endo	cyp25	Zm00004b024094
Zm00001d053572	expressed.endo		Zm00004b024098
Zm00001d053575	expressed.endo		Zm00004b024100
Zm00001d053576	expressed.endo	rz476a	Zm00004b024101
Zm00001d053580	expressed.endo		Zm00004b024106
Zm00001d053585	expressed.endo	umc1650	Zm00004b024109
Zm00001d053586	not.endo		Zm00004b024110
Zm00001d053589	expressed.endo		Zm00004b024115
Zm00001d053591	expressed.endo		Zm00004b024116
Zm00001d053593	expressed.endo		Zm00004b024117
Zm00001d053594	not.endo		Zm00004b024118
Zm00001d053595	expressed.endo	rpd3	Zm00004b024119
Zm00001d053597	not.endo	mgs2	Zm00004b024121
Zm00001d053603	expressed.endo	asg22	Zm00004b024124
Zm00001d053607	not.endo		Zm00004b024126
Zm00001d053608	expressed.endo		Zm00004b024127
Zm00001d053609	expressed.endo		Zm00004b024131
Zm00001d053610	expressed.endo		Zm00004b024132
Zm00001d053611	expressed.endo		Zm00004b024133
Zm00001d053613	expressed.endo		Zm00004b024135
Zm00001d053616	expressed.endo		Zm00004b024137
Zm00001d053617	not.endo	brc1	Zm00004b024142
Zm00001d053620	expressed.endo	AY109933	Zm00004b024145
Zm00001d053622	expressed.endo	zfp30	Zm00004b024146
Zm00001d053623	expressed.endo		Zm00004b024147
Zm00001d053624	expressed.endo		Zm00004b024149
Zm00001d053625	expressed.endo		Zm00004b024150
Zm00001d053626	expressed.endo		Zm00004b024151
Zm00001d053627	expressed.endo		Zm00004b024153
Zm00001d053628	expressed.endo		Zm00004b024154
Zm00001d053634	expressed.endo		Zm00004b024160
Zm00001d053636	expressed.endo		Zm00004b024159
Zm00001d053639	expressed.endo		Zm00004b024163
Zm00001d053640	expressed.endo		Zm00004b024164
